window_start,Sample_ID,Ions,Concentration
1996-03-19,Q2,Ca,5.861
1996-05-21,Q2,NO3-N,NA
1996-05-21,Q2,NH4-N,NA
1996-05-21,Q2,K,1.3544444444444443
1996-05-21,Q2,Mg,2.8966666666666665
1996-05-21,Q2,Ca,6.142222222222222
1996-07-23,Q2,NO3-N,321
1996-07-23,Q2,NH4-N,NA
1996-07-23,Q2,K,1.22
1996-07-23,Q2,Mg,3.118888888888889
1996-07-23,Q2,Ca,6.585555555555556
1996-09-24,Q2,NO3-N,262.8
1996-09-24,Q2,NH4-N,NA
1996-09-24,Q2,K,1.135
1996-09-24,Q2,Mg,2.96125
1996-09-24,Q2,Ca,6.28
1996-11-26,Q2,NO3-N,314.25
1996-11-26,Q2,NH4-N,NA
1996-11-26,Q2,K,1.19625
1996-11-26,Q2,Mg,2.99
1996-11-26,Q2,Ca,7.0575
1997-01-28,Q2,NO3-N,299.1111111111111
1997-01-28,Q2,NH4-N,NA
1997-01-28,Q2,K,1.0477777777777777
1997-01-28,Q2,Mg,2.982222222222222
1997-01-28,Q2,Ca,6.6177777777777775
1997-04-01,Q2,NO3-N,158.875
1997-04-01,Q2,NH4-N,NA
1997-04-01,Q2,K,1.09125
1997-04-01,Q2,Mg,2.80625
1997-04-01,Q2,Ca,6.30125
1997-06-03,Q2,NO3-N,131.5
1997-06-03,Q2,NH4-N,NA
1997-06-03,Q2,K,0.9755555555555555
1997-06-03,Q2,Mg,2.7111111111111112
1997-06-03,Q2,Ca,5.71
1997-08-05,Q2,NO3-N,104.88888888888889
1997-08-05,Q2,NH4-N,NA
1997-08-05,Q2,K,0.9966666666666667
1997-08-05,Q2,Mg,2.6822222222222223
1997-08-05,Q2,Ca,5.9222222222222225
1997-10-07,Q2,NO3-N,137.375
1997-10-07,Q2,NH4-N,NA
1997-10-07,Q2,K,0.89625
1997-10-07,Q2,Mg,2.30375
1997-10-07,Q2,Ca,4.65375
1997-12-09,Q2,NO3-N,123.85714285714286
1997-12-09,Q2,NH4-N,22.8
1997-12-09,Q2,K,0.8242857142857143
1997-12-09,Q2,Mg,1.9633333333333334
1997-12-09,Q2,Ca,4.704444444444444
1998-02-10,Q2,NO3-N,112
1998-02-10,Q2,NH4-N,11.333333333333334
1998-02-10,Q2,K,1.3077777777777777
1998-02-10,Q2,Mg,2.49
1998-02-10,Q2,Ca,4.087777777777777
1998-04-14,Q2,NO3-N,100.75
1998-04-14,Q2,NH4-N,18.166666666666668
1998-04-14,Q2,K,1.1011111111111112
1998-04-14,Q2,Mg,2.4322222222222223
1998-04-14,Q2,Ca,4.908888888888889
1998-06-16,Q2,NO3-N,107
1998-06-16,Q2,NH4-N,8
1998-06-16,Q2,K,0.8557142857142858
1998-06-16,Q2,Mg,2.5
1998-06-16,Q2,Ca,5.384285714285714
1998-08-18,Q2,NO3-N,176.85714285714286
1998-08-18,Q2,NH4-N,9.333333333333334
1998-08-18,Q2,K,1.1713333333333333
1998-08-18,Q2,Mg,2.51
1998-08-18,Q2,Ca,5.642666666666667
1998-10-20,Q2,NO3-N,352.55555555555554
1998-10-20,Q2,NH4-N,NA
1998-10-20,Q2,K,1.2144444444444444
1998-10-20,Q2,Mg,2.577777777777778
1998-10-20,Q2,Ca,6.316666666666666
1998-12-22,Q2,NO3-N,341
1998-12-22,Q2,NH4-N,25.6
1998-12-22,Q2,K,1.0977777777777777
1998-12-22,Q2,Mg,3.192222222222222
1998-12-22,Q2,Ca,6.183333333333334
1999-02-23,Q2,NO3-N,279.3333333333333
1999-02-23,Q2,NH4-N,5.5
1999-02-23,Q2,K,1.1655555555555557
1999-02-23,Q2,Mg,3.2044444444444444
1999-02-23,Q2,Ca,6.612222222222222
1999-04-27,Q2,NO3-N,200.33333333333334
1999-04-27,Q2,NH4-N,6
1999-04-27,Q2,K,1.2077777777777778
1999-04-27,Q2,Mg,2.901111111111111
1999-04-27,Q2,Ca,6.057777777777778
1999-06-29,Q2,NO3-N,136.66666666666666
1999-06-29,Q2,NH4-N,8
1999-06-29,Q2,K,1.0222222222222221
1999-06-29,Q2,Mg,2.3844444444444446
1999-06-29,Q2,Ca,4.648888888888889
1999-08-31,Q2,NO3-N,209
1999-08-31,Q2,NH4-N,11
1999-08-31,Q2,K,0.9766666666666667
1999-08-31,Q2,Mg,2.5011111111111113
1999-08-31,Q2,Ca,5.2588888888888885
1999-11-02,Q2,NO3-N,269.6
1999-11-02,Q2,NH4-N,NA
1999-11-02,Q2,K,0.8875
1999-11-02,Q2,Mg,2.8066666666666666
1999-11-02,Q2,Ca,5.097777777777778
2000-01-04,Q2,NO3-N,216.55555555555554
2000-01-04,Q2,NH4-N,11.25
2000-01-04,Q2,K,0.8355555555555556
2000-01-04,Q2,Mg,2.8233333333333333
2000-01-04,Q2,Ca,5.558888888888889
2000-03-07,Q2,NO3-N,225.8
2000-03-07,Q2,NH4-N,9
2000-03-07,Q2,K,1
2000-03-07,Q2,Mg,3.32
2000-03-07,Q2,Ca,6.494
2000-05-09,Q2,NO3-N,75.66666666666667
2000-05-09,Q2,NH4-N,6
2000-05-09,Q2,K,0.89
2000-05-09,Q2,Mg,2.006666666666667
2000-05-09,Q2,Ca,4.39
2000-07-11,Q2,NO3-N,126
2000-07-11,Q2,NH4-N,12.5
2000-07-11,Q2,K,0.9375
2000-07-11,Q2,Mg,2.5149999999999997
2000-07-11,Q2,Ca,5.7125
2000-09-12,Q2,NO3-N,130.11111111111111
2000-09-12,Q2,NH4-N,20
2000-09-12,Q2,K,0.9066666666666667
2000-09-12,Q2,Mg,2.422222222222222
2000-09-12,Q2,Ca,4.94
2000-11-14,Q2,NO3-N,170
2000-11-14,Q2,NH4-N,13.75
2000-11-14,Q2,K,0.9866666666666667
2000-11-14,Q2,Mg,2.8033333333333332
2000-11-14,Q2,Ca,5.474444444444444
2001-01-16,Q2,NO3-N,195.2
2001-01-16,Q2,NH4-N,8.25
2001-01-16,Q2,K,0.95
2001-01-16,Q2,Mg,3.146
2001-01-16,Q2,Ca,6.418
2001-03-20,Q2,NO3-N,66.25
2001-03-20,Q2,NH4-N,10
2001-03-20,Q2,K,0.9750000000000001
2001-03-20,Q2,Mg,2.0324999999999998
2001-03-20,Q2,Ca,4.55
2001-05-22,Q2,NO3-N,114.375
2001-05-22,Q2,NH4-N,7.75
2001-05-22,Q2,K,1.08
2001-05-22,Q2,Mg,2.855
2001-05-22,Q2,Ca,5.605
2001-07-24,Q2,NO3-N,107.71428571428571
2001-07-24,Q2,NH4-N,5
2001-07-24,Q2,K,1.0271428571428571
2001-07-24,Q2,Mg,2.8328571428571427
2001-07-24,Q2,Ca,6.121428571428572
2001-09-25,Q2,NO3-N,154
2001-09-25,Q2,NH4-N,13.5
2001-09-25,Q2,K,1.08625
2001-09-25,Q2,Mg,2.66875
2001-09-25,Q2,Ca,5.4275
2001-11-27,Q2,NO3-N,220.22222222222223
2001-11-27,Q2,NH4-N,9.333333333333334
2001-11-27,Q2,K,0.9966666666666667
2001-11-27,Q2,Mg,2.8133333333333335
2001-11-27,Q2,Ca,5.191111111111111
2002-01-29,Q2,NO3-N,198.11111111111111
2002-01-29,Q2,NH4-N,7.8
2002-01-29,Q2,K,0.9855555555555555
2002-01-29,Q2,Mg,3.1066666666666665
2002-01-29,Q2,Ca,5.951111111111111
2002-04-02,Q2,NO3-N,122
2002-04-02,Q2,NH4-N,7.428571428571429
2002-04-02,Q2,K,1.047777777777778
2002-04-02,Q2,Mg,2.5188888888888887
2002-04-02,Q2,Ca,5.0311111111111115
2002-06-04,Q2,NO3-N,138.33333333333334
2002-06-04,Q2,NH4-N,8.333333333333334
2002-06-04,Q2,K,0.9555555555555556
2002-06-04,Q2,Mg,2.922222222222222
2002-06-04,Q2,Ca,5.696666666666666
2002-08-06,Q2,NO3-N,125.4
2002-08-06,Q2,NH4-N,12.5
2002-08-06,Q2,K,0.994
2002-08-06,Q2,Mg,2.622
2002-08-06,Q2,Ca,5.868
2002-10-08,Q2,NO3-N,119.44444444444444
2002-10-08,Q2,NH4-N,11
2002-10-08,Q2,K,0.91
2002-10-08,Q2,Mg,2.6222222222222222
2002-10-08,Q2,Ca,5.771111111111111
2002-12-10,Q2,NO3-N,152.66666666666666
2002-12-10,Q2,NH4-N,10.88888888888889
2002-12-10,Q2,K,0.8911111111111111
2002-12-10,Q2,Mg,2.5733333333333333
2002-12-10,Q2,Ca,5.497777777777777
2003-02-11,Q2,NO3-N,139.88888888888889
2003-02-11,Q2,NH4-N,10.5
2003-02-11,Q2,K,0.9666666666666667
2003-02-11,Q2,Mg,3.0477777777777777
2003-02-11,Q2,Ca,6.912222222222223
2003-04-15,Q2,NO3-N,173.77777777777777
2003-04-15,Q2,NH4-N,10
2003-04-15,Q2,K,1.16
2003-04-15,Q2,Mg,2.42
2003-04-15,Q2,Ca,4.561111111111111
2003-06-17,Q2,NO3-N,169
2003-06-17,Q2,NH4-N,7.857142857142857
2003-06-17,Q2,K,1.1133333333333333
2003-06-17,Q2,Mg,2.723333333333333
2003-06-17,Q2,Ca,4.756666666666667
2003-08-19,Q2,NO3-N,158
2003-08-19,Q2,NH4-N,16.666666666666668
2003-08-19,Q2,K,1.021111111111111
2003-08-19,Q2,Mg,2.2755555555555556
2003-08-19,Q2,Ca,4.864444444444445
2003-10-21,Q2,NO3-N,183.33333333333334
2003-10-21,Q2,NH4-N,9.25
2003-10-21,Q2,K,1.0466666666666666
2003-10-21,Q2,Mg,2.53
2003-10-21,Q2,Ca,5.4366666666666665
2003-12-23,Q2,NO3-N,160.33333333333334
2003-12-23,Q2,NH4-N,11
2003-12-23,Q2,K,0.9655555555555556
2003-12-23,Q2,Mg,2.5166666666666666
2003-12-23,Q2,Ca,5.512222222222222
2004-02-24,Q2,NO3-N,154.55555555555554
2004-02-24,Q2,NH4-N,12.8
2004-02-24,Q2,K,1.0577777777777777
2004-02-24,Q2,Mg,2.6055555555555556
2004-02-24,Q2,Ca,5.412222222222222
2004-04-27,Q2,NO3-N,173.33333333333334
2004-04-27,Q2,NH4-N,15
2004-04-27,Q2,K,1.018888888888889
2004-04-27,Q2,Mg,2.3266666666666667
2004-04-27,Q2,Ca,4.624444444444444
2004-06-29,Q2,NO3-N,99.88888888888889
2004-06-29,Q2,NH4-N,11.5
2004-06-29,Q2,K,1.3466666666666667
2004-06-29,Q2,Mg,3.3955555555555557
2004-06-29,Q2,Ca,6.806666666666667
2004-08-31,Q2,NO3-N,149.42857142857142
2004-08-31,Q2,NH4-N,9.5
2004-08-31,Q2,K,1.03
2004-08-31,Q2,Mg,2.598888888888889
2004-08-31,Q2,Ca,5.476666666666667
2004-11-02,Q2,NO3-N,113.44444444444444
2004-11-02,Q2,NH4-N,12
2004-11-02,Q2,K,0.9266666666666666
2004-11-02,Q2,Mg,2.4444444444444446
2004-11-02,Q2,Ca,5.376666666666667
2005-01-04,Q2,NO3-N,152
2005-01-04,Q2,NH4-N,6
2005-01-04,Q2,K,0.7811111111111111
2005-01-04,Q2,Mg,2.8622222222222224
2005-01-04,Q2,Ca,5.996666666666667
2005-03-08,Q2,NO3-N,145.11111111111111
2005-03-08,Q2,NH4-N,9.333333333333334
2005-03-08,Q2,K,0.8688888888888889
2005-03-08,Q2,Mg,2.891111111111111
2005-03-08,Q2,Ca,6.101111111111111
2005-05-10,Q2,NO3-N,110.25
2005-05-10,Q2,NH4-N,15
2005-05-10,Q2,K,0.9288888888888889
2005-05-10,Q2,Mg,2.551111111111111
2005-05-10,Q2,Ca,5.467777777777778
2005-07-12,Q2,NO3-N,101.5
2005-07-12,Q2,NH4-N,8
2005-07-12,Q2,K,0.75
2005-07-12,Q2,Mg,2.608888888888889
2005-07-12,Q2,Ca,5.82
2005-09-13,Q2,NO3-N,126.33333333333333
2005-09-13,Q2,NH4-N,12
2005-09-13,Q2,K,0.8177777777777778
2005-09-13,Q2,Mg,2.517777777777778
2005-09-13,Q2,Ca,5.4688888888888885
2005-11-15,Q2,NO3-N,136.77777777777777
2005-11-15,Q2,NH4-N,8
2005-11-15,Q2,K,0.7533333333333333
2005-11-15,Q2,Mg,2.796666666666667
2005-11-15,Q2,Ca,6.133333333333333
2006-01-17,Q2,NO3-N,123.77777777777777
2006-01-17,Q2,NH4-N,9
2006-01-17,Q2,K,0.7966666666666666
2006-01-17,Q2,Mg,2.678888888888889
2006-01-17,Q2,Ca,5.5
2006-03-21,Q2,NO3-N,106.55555555555556
2006-03-21,Q2,NH4-N,NA
2006-03-21,Q2,K,0.8377777777777778
2006-03-21,Q2,Mg,2.7888888888888888
2006-03-21,Q2,Ca,6.1433333333333335
2006-05-23,Q2,NO3-N,145.11111111111111
2006-05-23,Q2,NH4-N,NA
2006-05-23,Q2,K,0.875
2006-05-23,Q2,Mg,2.6133333333333333
2006-05-23,Q2,Ca,5.594444444444444
2006-07-25,Q2,NO3-N,139.83333333333334
2006-07-25,Q2,NH4-N,6.5
2006-07-25,Q2,K,0.8577777777777778
2006-07-25,Q2,Mg,2.922222222222222
2006-07-25,Q2,Ca,6.7700000000000005
2006-09-26,Q2,NO3-N,100.22222222222223
2006-09-26,Q2,NH4-N,25.5
2006-09-26,Q2,K,0.8788888888888889
2006-09-26,Q2,Mg,2.5322222222222224
2006-09-26,Q2,Ca,6
2006-11-28,Q2,NO3-N,130.55555555555554
2006-11-28,Q2,NH4-N,8.5
2006-11-28,Q2,K,0.8666666666666667
2006-11-28,Q2,Mg,2.8344444444444443
2006-11-28,Q2,Ca,6.492222222222222
2007-01-30,Q2,NO3-N,130
2007-01-30,Q2,NH4-N,11.666666666666666
2007-01-30,Q2,K,0.8911111111111111
2007-01-30,Q2,Mg,3.1355555555555554
2007-01-30,Q2,Ca,6.456666666666667
2007-04-03,Q2,NO3-N,99.71428571428572
2007-04-03,Q2,NH4-N,5.75
2007-04-03,Q2,K,0.8477777777777777
2007-04-03,Q2,Mg,2.647777777777778
2007-04-03,Q2,Ca,5.061111111111111
2007-06-05,Q2,NO3-N,118.22222222222223
2007-06-05,Q2,NH4-N,6
2007-06-05,Q2,K,0.89
2007-06-05,Q2,Mg,2.908888888888889
2007-06-05,Q2,Ca,6.087777777777778
2007-08-07,Q2,NO3-N,92.77777777777777
2007-08-07,Q2,NH4-N,12.333333333333334
2007-08-07,Q2,K,0.8411111111111111
2007-08-07,Q2,Mg,2.756666666666667
2007-08-07,Q2,Ca,5.9511111111111115
2007-10-09,Q2,NO3-N,154.66666666666666
2007-10-09,Q2,NH4-N,6.2
2007-10-09,Q2,K,0.8077777777777778
2007-10-09,Q2,Mg,2.641111111111111
2007-10-09,Q2,Ca,5.7588888888888885
2007-12-11,Q2,NO3-N,118.5
2007-12-11,Q2,NH4-N,7
2007-12-11,Q2,K,0.8875
2007-12-11,Q2,Mg,2.995
2007-12-11,Q2,Ca,6.555
2008-02-12,Q2,NO3-N,108.11111111111111
2008-02-12,Q2,NH4-N,9.166666666666666
2008-02-12,Q2,K,0.8666666666666667
2008-02-12,Q2,Mg,3.148888888888889
2008-02-12,Q2,Ca,6.342222222222222
2008-04-15,Q2,NO3-N,92.55555555555556
2008-04-15,Q2,NH4-N,NA
2008-04-15,Q2,K,0.9177777777777778
2008-04-15,Q2,Mg,2.9444444444444446
2008-04-15,Q2,Ca,6.631111111111111
2008-06-17,Q2,NO3-N,119.25
2008-06-17,Q2,NH4-N,12.5
2008-06-17,Q2,K,0.8975
2008-06-17,Q2,Mg,3.2975000000000003
2008-06-17,Q2,Ca,6.7
2008-08-19,Q2,NO3-N,111.88888888888889
2008-08-19,Q2,NH4-N,13
2008-08-19,Q2,K,0.8377777777777777
2008-08-19,Q2,Mg,2.898888888888889
2008-08-19,Q2,Ca,5.502222222222223
2008-10-21,Q2,NO3-N,128.22222222222223
2008-10-21,Q2,NH4-N,8
2008-10-21,Q2,K,0.7355555555555555
2008-10-21,Q2,Mg,3.37
2008-10-21,Q2,Ca,6.203333333333333
2008-12-23,Q2,NO3-N,121
2008-12-23,Q2,NH4-N,9.75
2008-12-23,Q2,K,0.8355555555555555
2008-12-23,Q2,Mg,3.1566666666666667
2008-12-23,Q2,Ca,7.202222222222223
2009-02-24,Q2,NO3-N,134.66666666666666
2009-02-24,Q2,NH4-N,13
2009-02-24,Q2,K,0.9222222222222222
2009-02-24,Q2,Mg,3.3066666666666666
2009-02-24,Q2,Ca,7.966666666666667
2009-04-28,Q2,NO3-N,100.66666666666667
2009-04-28,Q2,NH4-N,9
2009-04-28,Q2,K,0.9711111111111111
2009-04-28,Q2,Mg,2.8022222222222224
2009-04-28,Q2,Ca,6.076666666666667
2009-06-30,Q2,NO3-N,108.22222222222223
2009-06-30,Q2,NH4-N,13.333333333333334
2009-06-30,Q2,K,0.9544444444444444
2009-06-30,Q2,Mg,2.993333333333333
2009-06-30,Q2,Ca,6.183333333333334
2009-09-01,Q2,NO3-N,86
2009-09-01,Q2,NH4-N,7
2009-09-01,Q2,K,0.9355555555555556
2009-09-01,Q2,Mg,2.8533333333333335
2009-09-01,Q2,Ca,6.763333333333334
2009-11-03,Q2,NO3-N,106.75
2009-11-03,Q2,NH4-N,9
2009-11-03,Q2,K,0.9355555555555556
2009-11-03,Q2,Mg,2.8655555555555554
2009-11-03,Q2,Ca,6.624444444444444
2010-01-05,Q2,NO3-N,118.33333333333333
2010-01-05,Q2,NH4-N,21
2010-01-05,Q2,K,0.8266666666666667
2010-01-05,Q2,Mg,2.9122222222222223
2010-01-05,Q2,Ca,6.915555555555556
2010-03-09,Q2,NO3-N,95.66666666666667
2010-03-09,Q2,NH4-N,18.25
2010-03-09,Q2,K,0.7422222222222222
2010-03-09,Q2,Mg,2.8966666666666665
2010-03-09,Q2,Ca,6.372222222222222
2010-05-11,Q2,NO3-N,110.33333333333333
2010-05-11,Q2,NH4-N,6.333333333333333
2010-05-11,Q2,K,0.8088888888888889
2010-05-11,Q2,Mg,2.668888888888889
2010-05-11,Q2,Ca,5.928888888888889
2010-07-13,Q2,NO3-N,114
2010-07-13,Q2,NH4-N,12.4
2010-07-13,Q2,K,0.84625
2010-07-13,Q2,Mg,2.53375
2010-07-13,Q2,Ca,5.72875
2010-09-14,Q2,NO3-N,169.11111111111111
2010-09-14,Q2,NH4-N,7.75
2010-09-14,Q2,K,1.1275
2010-09-14,Q2,Mg,2.70125
2010-09-14,Q2,Ca,6.0625
2010-11-16,Q2,NO3-N,107.125
2010-11-16,Q2,NH4-N,10.666666666666666
2010-11-16,Q2,K,1.1300000000000001
2010-11-16,Q2,Mg,2.9144444444444444
2010-11-16,Q2,Ca,6.386666666666667
2011-01-18,Q2,NO3-N,114
2011-01-18,Q2,NH4-N,19
2011-01-18,Q2,K,0.7266666666666667
2011-01-18,Q2,Mg,2.98
2011-01-18,Q2,Ca,7.401111111111111
2011-03-22,Q2,NO3-N,85
2011-03-22,Q2,NH4-N,NA
2011-03-22,Q2,K,0.7224999999999999
2011-03-22,Q2,Mg,2.13
2011-03-22,Q2,Ca,5.3475
2011-05-24,Q2,NO3-N,89.125
2011-05-24,Q2,NH4-N,NA
2011-05-24,Q2,K,0.8233333333333334
2011-05-24,Q2,Mg,2.5166666666666666
2011-05-24,Q2,Ca,7.257777777777778
2011-07-26,Q2,NO3-N,75.5
2011-07-26,Q2,NH4-N,12
2011-07-26,Q2,K,0.77875
2011-07-26,Q2,Mg,2.32625
2011-07-26,Q2,Ca,5.8825
2011-09-27,Q2,NO3-N,118.33333333333333
2011-09-27,Q2,NH4-N,9.333333333333334
2011-09-27,Q2,K,0.8266666666666667
2011-09-27,Q2,Mg,2.9133333333333336
2011-09-27,Q2,Ca,7.573333333333333
2011-11-29,Q2,NO3-N,134.88888888888889
2011-11-29,Q2,NH4-N,25.333333333333332
2011-11-29,Q2,K,0.7944444444444444
2011-11-29,Q2,Mg,2.838888888888889
2011-11-29,Q2,Ca,7.59
2012-01-31,Q2,NO3-N,88.42857142857143
2012-01-31,Q2,NH4-N,NA
2012-01-31,Q2,K,0.8322222222222222
2012-01-31,Q2,Mg,2.973333333333333
2012-01-31,Q2,Ca,7.822222222222222
2012-04-03,Q2,NO3-N,66.5
2012-04-03,Q2,NH4-N,NA
2012-04-03,Q2,K,0.8133333333333334
2012-04-03,Q2,Mg,2.8111111111111113
2012-04-03,Q2,Ca,7.281111111111111
2012-06-05,Q2,NO3-N,117.42857142857143
2012-06-05,Q2,NH4-N,14.5
2012-06-05,Q2,K,0.7644444444444445
2012-06-05,Q2,Mg,2.7177777777777776
2012-06-05,Q2,Ca,6.448888888888889
2012-08-07,Q2,NO3-N,112.75
2012-08-07,Q2,NH4-N,9
2012-08-07,Q2,K,0.7911111111111111
2012-08-07,Q2,Mg,2.778888888888889
2012-08-07,Q2,Ca,6.511111111111111
2012-10-09,Q2,NO3-N,81
2012-10-09,Q2,NH4-N,7
2012-10-09,Q2,K,0.86
2012-10-09,Q2,Mg,2.401111111111111
2012-10-09,Q2,Ca,5.383333333333334
2012-12-11,Q2,NO3-N,135.16666666666666
2012-12-11,Q2,NH4-N,17
2012-12-11,Q2,K,0.86
2012-12-11,Q2,Mg,2.9033333333333333
2012-12-11,Q2,Ca,6.777777777777778
2013-02-12,Q2,NO3-N,84.5
2013-02-12,Q2,NH4-N,24
2013-02-12,Q2,K,0.8833333333333333
2013-02-12,Q2,Mg,2.6266666666666665
2013-02-12,Q2,Ca,5.105555555555555
2013-04-16,Q2,NO3-N,59.83333333333333
2013-04-16,Q2,NH4-N,14
2013-04-16,Q2,K,0.8366666666666667
2013-04-16,Q2,Mg,2.6144444444444446
2013-04-16,Q2,Ca,5.738888888888889
2013-06-18,Q2,NO3-N,66.75
2013-06-18,Q2,NH4-N,5.5
2013-06-18,Q2,K,0.65875
2013-06-18,Q2,Mg,2.8175
2013-06-18,Q2,Ca,6.85
2013-08-20,Q2,NO3-N,61.33333333333333
2013-08-20,Q2,NH4-N,8.5
2013-08-20,Q2,K,0.6585714285714286
2013-08-20,Q2,Mg,2.7314285714285713
2013-08-20,Q2,Ca,7.2785714285714285
2013-10-22,Q2,NO3-N,113.125
2013-10-22,Q2,NH4-N,11.25
2013-10-22,Q2,K,0.8744444444444445
2013-10-22,Q2,Mg,2.57
2013-10-22,Q2,Ca,5.98
2013-12-24,Q2,NO3-N,138.57142857142858
2013-12-24,Q2,NH4-N,15.333333333333332
2013-12-24,Q2,K,0.8888888888888888
2013-12-24,Q2,Mg,2.867777777777778
2013-12-24,Q2,Ca,5.88
2014-02-25,Q2,NO3-N,128.5
2014-02-25,Q2,NH4-N,6.666666666666667
2014-02-25,Q2,K,0.9355555555555556
2014-02-25,Q2,Mg,3.5077777777777777
2014-02-25,Q2,Ca,7.032222222222222
2014-04-29,Q2,NO3-N,115.5
2014-04-29,Q2,NH4-N,9
2014-04-29,Q2,K,1.10875
2014-04-29,Q2,Mg,3.065
2014-04-29,Q2,Ca,6.20875
2014-07-01,Q2,NO3-N,106
2014-07-01,Q2,NH4-N,10.5
2014-07-01,Q2,K,0.9833333333333334
2014-07-01,Q2,Mg,3.1
2014-07-01,Q2,Ca,6.622222222222222
2014-09-02,Q2,NO3-N,129.66666666666666
2014-09-02,Q2,NH4-N,6.25
2014-09-02,Q2,K,0.9788888888888889
2014-09-02,Q2,Mg,3.0933333333333333
2014-09-02,Q2,Ca,6.475555555555555
2014-11-04,Q2,NO3-N,73.16666666666667
2014-11-04,Q2,NH4-N,6.5
2014-11-04,Q2,K,0.8089999999999999
2014-11-04,Q2,Mg,2.809
2014-11-04,Q2,Ca,6.01
2015-01-06,Q2,NO3-N,108.5
2015-01-06,Q2,NH4-N,12
2015-01-06,Q2,K,0.9025
2015-01-06,Q2,Mg,3.04375
2015-01-06,Q2,Ca,6.66125
2015-03-10,Q2,NO3-N,156
2015-03-10,Q2,NH4-N,10.5
2015-03-10,Q2,K,1.04
2015-03-10,Q2,Mg,3.477777777777778
2015-03-10,Q2,Ca,7.191111111111111
2015-05-12,Q2,NO3-N,172
2015-05-12,Q2,NH4-N,NA
2015-05-12,Q2,K,1.2349999999999999
2015-05-12,Q2,Mg,4.26
2015-05-12,Q2,Ca,8.86
2015-07-14,Q2,NO3-N,NA
2015-07-14,Q2,NH4-N,NA
2015-07-14,Q2,K,NA
2015-07-14,Q2,Mg,NA
2015-07-14,Q2,Ca,NA
2015-09-15,Q2,NO3-N,200
2015-09-15,Q2,NH4-N,11.5
2015-09-15,Q2,K,0.845
2015-09-15,Q2,Mg,1.855
2015-09-15,Q2,Ca,4.205
2015-11-17,Q2,NO3-N,141.14285714285714
2015-11-17,Q2,NH4-N,6.25
2015-11-17,Q2,K,0.8333333333333334
2015-11-17,Q2,Mg,2.272222222222222
2015-11-17,Q2,Ca,5.252222222222223
2016-01-19,Q2,NO3-N,147.75
2016-01-19,Q2,NH4-N,7
2016-01-19,Q2,K,0.8266666666666667
2016-01-19,Q2,Mg,2.2583333333333333
2016-01-19,Q2,Ca,5.245
2016-03-22,Q2,NO3-N,112.83333333333333
2016-03-22,Q2,NH4-N,12.5
2016-03-22,Q2,K,0.9522222222222222
2016-03-22,Q2,Mg,2.7855555555555553
2016-03-22,Q2,Ca,6.7877777777777775
2016-05-24,Q2,NO3-N,135.75
2016-05-24,Q2,NH4-N,12.25
2016-05-24,Q2,K,0.9011111111111111
2016-05-24,Q2,Mg,2.8244444444444445
2016-05-24,Q2,Ca,6.948888888888889
2016-07-26,Q2,NO3-N,109.125
2016-07-26,Q2,NH4-N,6
2016-07-26,Q2,K,0.9655555555555556
2016-07-26,Q2,Mg,2.5644444444444443
2016-07-26,Q2,Ca,6.155555555555556
2016-09-27,Q2,NO3-N,149
2016-09-27,Q2,NH4-N,NA
2016-09-27,Q2,K,0.9588888888888889
2016-09-27,Q2,Mg,2.8633333333333333
2016-09-27,Q2,Ca,6.616666666666666
2016-11-29,Q2,NO3-N,138.77777777777777
2016-11-29,Q2,NH4-N,8
2016-11-29,Q2,K,0.9155555555555556
2016-11-29,Q2,Mg,2.5566666666666666
2016-11-29,Q2,Ca,6.168888888888889
2017-01-31,Q2,NO3-N,137.55555555555554
2017-01-31,Q2,NH4-N,14
2017-01-31,Q2,K,1.0344444444444445
2017-01-31,Q2,Mg,2.828888888888889
2017-01-31,Q2,Ca,6.2
2017-04-04,Q2,NO3-N,126.57142857142857
2017-04-04,Q2,NH4-N,12
2017-04-04,Q2,K,0.9877777777777778
2017-04-04,Q2,Mg,2.4877777777777776
2017-04-04,Q2,Ca,5.764444444444445
2017-06-06,Q2,NO3-N,114.33333333333333
2017-06-06,Q2,NH4-N,8
2017-06-06,Q2,K,0.9666666666666667
2017-06-06,Q2,Mg,2.7022222222222223
2017-06-06,Q2,Ca,6.2811111111111115
2017-08-08,Q2,NO3-N,142.25
2017-08-08,Q2,NH4-N,NA
2017-08-08,Q2,K,1.1025
2017-08-08,Q2,Mg,2.8575
2017-08-08,Q2,Ca,6.297499999999999
2017-10-10,Q2,NO3-N,269.5
2017-10-10,Q2,NH4-N,NA
2017-10-10,Q2,K,1.39
2017-10-10,Q2,Mg,2.7616666666666667
2017-10-10,Q2,Ca,5.16
2017-12-12,Q2,NO3-N,205.85714285714286
2017-12-12,Q2,NH4-N,7
2017-12-12,Q2,K,1.3
2017-12-12,Q2,Mg,2.84125
2017-12-12,Q2,Ca,6.175
2018-02-13,Q2,NO3-N,141.28571428571428
2018-02-13,Q2,NH4-N,NA
2018-02-13,Q2,K,1.1144444444444443
2018-02-13,Q2,Mg,2.7955555555555556
2018-02-13,Q2,Ca,6.148888888888889
2018-04-17,Q2,NO3-N,76.75
2018-04-17,Q2,NH4-N,9.666666666666666
2018-04-17,Q2,K,1.0922222222222222
2018-04-17,Q2,Mg,2.771111111111111
2018-04-17,Q2,Ca,6.192222222222222
2018-06-19,Q2,NO3-N,70.25
